# water and pfoah on sio2 slab

7124 atoms
6    atom types

Masses

1 1.0078       ! H of water
2 15.9994      ! O of water
3 12.011       ! C of pfoa
4 18.998403    ! F of pfoa
5 15.9994      ! O of pfoa
6 1.0078       ! H of pfoa

Atoms

5970   2      0      36.42   20.811  25.22  
5971   1      0      37.276  8.0     20.307 
5972   1      0      35.643  8.042   20.331 
5973   2      0      36.444  7.444   20.324 
5974   1      0      25.843  29.553  14.742 
5975   1      0      27.256  30.315  15.038 
5976   2      0      26.263  30.421  15.005 
5977   1      0      18.085  16.155  18.508 
5978   1      0      19.187  17.36   18.506 
5979   2      0      18.211  17.148  18.508 
5980   1      0      7.937   35.662  45.149 
5981   1      0      6.31    35.516  45.146 
5982   2      0      7.072   36.164  45.146 
5983   1      0      32.568  43.014  22.286 
5984   1      0      31.683  43.243  23.639 
5985   2      0      32.443  43.592  23.092 
5986   1      0      -0.0    8.68    27.432 
5987   1      0      -0.0    9.697   26.154 
5988   2      0      0.576   9.169   26.777 
5989   1      0      21.917  4.715   16.039 
5990   1      0      22.486  3.285   16.586 
5991   2      0      21.767  3.726   16.049 
5992   1      0      6.955   3.483   38.979 
5993   1      0      6.281   2.312   39.896 
5994   2      0      6.127   2.945   39.138 
5995   1      0      21.786  1.935   28.081 
5996   1      0      22.088  3.462   28.575 
5997   2      0      22.072  2.502   28.854 
5998   1      0      16.567  11.625  30.541 
5999   1      0      15.59   10.331  30.35  
6000   2      0      15.616  11.321  30.484 
6001   1      0      14.709  4.88    26.864 
6002   1      0      15.466  6.325   26.935 
6003   2      0      15.391  5.422   27.356 
6004   1      0      15.075  32.216  12.798 
6005   1      0      16.634  31.761  12.621 
6006   2      0      15.859  32.211  12.177 
6007   1      0      15.48   0.506   32.198 
6008   1      0      16.695  0.109   31.181 
6009   2      0      15.766  -0.119  31.47  
6010   1      0      36.305  31.077  23.039 
6011   1      0      36.925  29.571  22.931 
6012   2      0      36.201  30.18   22.609 
6013   1      0      5.971   24.665  24.144 
6014   1      0      4.88    23.46   23.993 
6015   2      0      5.077   24.414  23.772 
6016   1      0      30.641  1.269   21.16  
6017   1      0      30.793  -0.0    22.177 
6018   2      0      30.421  0.922   22.072 
6019   1      0      21.364  42.743  20.93  
6020   1      0      19.854  43.243  20.557 
6021   2      0      20.505  42.488  20.484 
6022   1      0      9.035   35.989  33.875 
6023   1      0      9.955   35.57   32.593 
6024   2      0      9.961   35.757  33.574 
6025   1      0      12.092  40.269  39.795 
6026   1      0      11.965  38.649  39.637 
6027   2      0      12.541  39.444  39.451 
6028   1      0      18.3    16.099  35.908 
6029   1      0      17.204  16.433  34.745 
6030   2      0      17.959  15.833  35.006 
6031   1      0      9.223   4.627   26.009 
6032   1      0      7.966   4.618   27.051 
6033   2      0      8.465   4.083   26.369 
6034   1      0      7.96    26.133  42.614 
6035   1      0      6.602   26.82   43.207 
6036   2      0      7.514   27.0    42.839 
6037   1      0      18.983  8.976   11.78  
6038   1      0      19.76   10.41   11.88  
6039   2      0      19.879  9.421   11.794 
6040   1      0      35.266  17.235  20.131 
6041   1      0      35.206  18.599  19.236 
6042   2      0      35.812  17.945  19.687 
6043   1      0      31.854  27.543  33.115 
6044   1      0      32.041  28.351  31.709 
6045   2      0      32.015  27.446  32.133 
6046   1      0      13.607  12.864  42.995 
6047   1      0      13.999  14.368  42.494 
6048   2      0      13.249  13.721  42.622 
6049   1      0      22.736  29.347  33.993 
6050   1      0      23.595  30.163  35.117 
6051   2      0      23.375  29.257  34.757 
6052   1      0      31.009  39.894  16.766 
6053   1      0      30.011  38.709  16.25  
6054   2      0      30.966  38.984  16.355 
6055   1      0      15.233  10.969  21.101 
6056   1      0      16.843  10.855  21.346 
6057   2      0      16.029  11.409  21.518 
6058   1      0      30.67   29.908  23.573 
6059   1      0      30.912  29.093  24.968 
6060   2      0      30.535  29.927  24.564 
6061   1      0      32.798  31.594  36.62  
6062   1      0      33.729  31.114  37.873 
6063   2      0      33.113  31.828  37.54  
6064   1      0      12.564  27.23   33.495 
6065   1      0      11.744  28.612  33.786 
6066   2      0      12.648  28.218  33.625 
6067   1      0      9.868   2.8     35.061 
6068   1      0      8.811   1.613   35.435 
6069   2      0      9.376   2.349   35.806 
6070   1      0      19.529  32.338  41.93  
6071   1      0      20.811  31.372  42.23  
6072   2      0      19.843  31.39   41.983 
6073   1      0      4.609   24.25   45.814 
6074   1      0      4.549   25.866  45.582 
6075   2      0      4.006   25.029  45.64  
6076   1      0      26.785  16.073  18.104 
6077   1      0      27.0    15.252  19.5   
6078   2      0      26.851  16.155  19.099 
6079   1      0      10.41   12.645  23.875 
6080   1      0      8.83    13.039  23.753 
6081   2      0      9.593   12.577  23.303 
6082   1      0      29.371  1.246   33.905 
6083   1      0      30.785  1.947   34.327 
6084   2      0      29.89   2.102   33.91  
6085   1      0      23.198  35.944  15.945 
6086   1      0      24.818  35.744  15.976 
6087   2      0      24.079  36.416  15.984 
6088   1      0      28.108  19.442  47.866 
6089   1      0      29.485  18.564  47.914 
6090   2      0      28.487  18.516  47.893 
6091   1      0      1.457   20.935  26.351 
6092   1      0      0.961   21.792  27.65  
6093   2      0      0.747   21.022  27.051 
6094   1      0      0.17    43.244  18.623 
6095   1      0      1.802   43.244  18.569 
6096   2      0      0.986   42.667  18.599 
6097   1      0      18.583  36.268  50.0   
6098   1      0      16.984  35.937  50.0   
6099   2      0      17.666  36.668  50.0   
6100   1      0      11.921  15.027  17.723 
6101   1      0      13.083  16.14   17.998 
6102   2      0      12.137  15.883  18.192 
6103   1      0      17.473  35.34   33.3   
6104   1      0      17.398  36.204  34.683 
6105   2      0      17.998  35.68   34.08  
6106   1      0      37.985  10.936  26.772 
6107   1      0      39.294  10.01   26.463 
6108   2      0      38.883  10.652  27.109 
6109   1      0      29.875  33.244  41.052 
6110   1      0      31.059  34.296  40.657 
6111   2      0      30.071  34.149  40.674 
6112   1      0      24.808  33.664  34.466 
6113   1      0      23.648  32.516  34.417 
6114   2      0      24.618  32.689  34.582 
6115   1      0      25.652  27.011  33.57  
6116   1      0      26.13   28.109  32.46  
6117   2      0      25.581  27.966  33.283 
6118   1      0      36.968  42.158  47.04  
6119   1      0      37.376  41.896  45.481 
6120   2      0      36.622  41.905  46.137 
6121   1      0      10.486  38.563  20.149 
6122   1      0      9.98    39.976  19.506 
6123   2      0      9.776   39.267  20.18  
6124   1      0      30.478  33.021  44.704 
6125   1      0      32.079  33.051  45.026 
6126   2      0      31.241  32.512  45.103 
6127   1      0      37.986  38.888  34.847 
6128   1      0      36.433  38.637  35.284 
6129   2      0      37.354  38.83   35.62  
6130   1      0      20.914  33.262  18.506 
6131   1      0      19.675  34.097  17.846 
6132   2      0      20.093  33.194  17.938 
6133   1      0      1.267   17.141  18.12  
6134   1      0      -0.0    17.39   17.12  
6135   2      0      0.841   16.868  17.257 
6136   1      0      24.207  18.254  11.941 
6137   1      0      22.706  18.726  12.379 
6138   2      0      23.434  18.062  12.547 
6139   1      0      34.814  9.95    31.424 
6140   1      0      33.447  9.596   32.243 
6141   2      0      33.815  9.954   31.386 
6142   1      0      8.957   34.697  22.231 
6143   1      0      9.653   36.175  22.24  
6144   2      0      9.827   35.192  22.203 
6145   1      0      5.387   2.511   26.365 
6146   1      0      6.778   2.515   27.219 
6147   2      0      6.333   2.186   26.388 
6148   1      0      32.261  26.294  43.671 
6149   1      0      32.918  27.455  42.728 
6150   2      0      32.976  26.495  43.0   
6151   1      0      23.736  22.196  35.492 
6152   1      0      23.699  20.638  35.003 
6153   2      0      23.997  21.259  35.727 
6154   1      0      12.632  23.843  11.113 
6155   1      0      13.624  22.788  10.359 
6156   2      0      12.714  22.914  10.752 
6157   1      0      5.626   19.928  34.83  
6158   1      0      5.475   18.844  36.043 
6159   2      0      5.821   18.99   35.117 
6160   1      0      4.975   27.692  12.587 
6161   1      0      4.629   26.746  11.302 
6162   2      0      5.308   26.949  12.006 
6163   1      0      25.256  19.789  40.594 
6164   1      0      26.109  18.477  40.126 
6165   2      0      25.587  19.267  39.807 
6166   1      0      12.917  30.446  27.863 
6167   1      0      11.818  30.505  29.069 
6168   2      0      12.158  30.969  28.252 
6169   1      0      31.969  12.028  44.224 
6170   1      0      30.403  12.486  44.161 
6171   2      0      31.027  11.706  44.128 
6172   1      0      28.429  18.129  26.663 
6173   1      0      28.104  16.778  27.52  
6174   2      0      27.749  17.667  27.232 
6175   1      0      24.071  9.792   41.209 
6176   1      0      25.253  8.713   40.884 
6177   2      0      24.983  9.477   41.47  
6178   1      0      26.169  26.839  47.424 
6179   1      0      26.877  27.694  48.622 
6180   2      0      26.922  26.853  48.083 
6181   1      0      31.305  15.337  27.466 
6182   1      0      30.402  16.473  28.215 
6183   2      0      31.175  16.32   27.6   
6184   1      0      32.392  9.647   44.039 
6185   1      0      32.607  8.178   43.358 
6186   2      0      32.025  8.72    43.964 
6187   1      0      16.08   35.484  31.325 
6188   1      0      15.176  36.844  31.314 
6189   2      0      16.108  36.484  31.323 
6190   1      0      21.682  36.717  14.216 
6191   1      0      22.798  37.867  14.531 
6192   2      0      21.843  37.6    14.657 
6193   1      0      27.279  25.9    16.313 
6194   1      0      26.485  25.344  14.999 
6195   2      0      26.379  25.705  15.925 
6196   1      0      3.017   25.652  43.521 
6197   1      0      2.432   26.628  44.693 
6198   2      0      2.204   26.127  43.858 
6199   1      0      22.157  4.142   47.599 
6200   1      0      22.706  5.678   47.539 
6201   2      0      21.889  5.104   47.556 
6202   1      0      27.299  31.133  41.071 
6203   1      0      25.708  30.964  41.398 
6204   2      0      26.517  30.511  41.027 
6205   1      0      24.474  12.148  40.832 
6206   1      0      25.715  13.202  40.702 
6207   2      0      25.469  12.236  40.776 
6208   1      0      35.718  13.44   22.261 
6209   1      0      35.935  11.847  22.543 
6210   2      0      36.396  12.728  22.443 
6211   1      0      24.129  17.229  19.991 
6212   1      0      24.848  15.834  20.442 
6213   2      0      24.249  16.261  19.766 
6214   1      0      11.656  36.052  19.97  
6215   1      0      11.551  34.454  19.648 
6216   2      0      11.856  35.339  19.297 
6217   1      0      27.326  27.607  14.488 
6218   1      0      28.251  26.463  13.781 
6219   2      0      27.867  27.379  13.678 
6220   1      0      30.156  7.185   44.035 
6221   1      0      29.469  8.434   44.832 
6222   2      0      29.293  7.648   44.24  
6223   1      0      2.05    41.767  48.789 
6224   1      0      3.583   42.181  48.406 
6225   2      0      2.618   42.373  48.231 
6226   1      0      2.817   32.275  24.232 
6227   1      0      2.925   33.794  23.642 
6228   2      0      3.443   32.977  23.891 
6229   1      0      3.236   2.414   42.085 
6230   1      0      3.102   4.025   41.854 
6231   2      0      2.618   3.198   42.139 
6232   1      0      28.138  6.61    15.111 
6233   1      0      27.015  5.603   14.484 
6234   2      0      27.991  5.732   14.654 
6235   1      0      15.489  38.952  26.079 
6236   1      0      15.643  39.37   24.508 
6237   2      0      15.285  38.682  25.138 
6238   1      0      33.344  39.259  16.768 
6239   1      0      32.766  38.072  17.729 
6240   2      0      33.549  38.374  17.186 
6241   1      0      24.854  40.581  38.98  
6242   1      0      23.794  41.245  37.93  
6243   2      0      24.667  41.373  38.399 
6244   1      0      22.206  16.425  37.909 
6245   1      0      23.483  16.9    37.009 
6246   2      0      23.204  16.489  37.876 
6247   1      0      7.861   4.98    45.137 
6248   1      0      6.238   4.907   45.302 
6249   2      0      7.024   5.52    45.232 
6250   1      0      18.395  9.238   14.113 
6251   1      0      19.418  10.501  14.274 
6252   2      0      19.146  9.617   14.654 
6253   1      0      22.686  19.299  33.179 
6254   1      0      23.284  18.343  34.36  
6255   2      0      23.444  18.701  33.44  
6256   1      0      22.204  4.167   31.922 
6257   1      0      22.724  5.586   31.305 
6258   2      0      22.267  5.152   32.08  
6259   1      0      10.026  14.266  29.359 
6260   1      0      11.123  13.061  29.468 
6261   2      0      10.432  13.485  28.883 
6262   1      0      8.755   43.243  49.215 
6263   1      0      9.274   41.699  49.101 
6264   2      0      9.523   42.656  48.957 
6265   1      0      14.765  30.281  34.766 
6266   1      0      13.664  31.344  34.198 
6267   2      0      13.792  30.511  34.735 
6268   1      0      21.283  28.829  47.23  
6269   1      0      22.385  28.512  46.067 
6270   2      0      21.767  29.204  46.438 
6271   1      0      0.061   7.697   16.892 
6272   1      0      1.472   8.505   16.738 
6273   2      0      1.049   7.65    17.037 
6274   1      0      20.283  6.141   31.11  
6275   1      0      21.078  6.663   29.783 
6276   2      0      20.786  6.906   30.707 
6277   1      0      4.628   36.31   19.562 
6278   1      0      5.778   37.432  19.268 
6279   2      0      5.509   36.675  19.863 
6280   1      0      39.329  19.77   14.485 
6281   1      0      37.875  20.382  14.909 
6282   2      0      38.803  20.188  15.226 
6283   1      0      19.09   8.208   38.66  
6284   1      0      17.929  8.3     39.804 
6285   2      0      18.773  8.712   39.463 
6286   1      0      4.199   12.79   21.001 
6287   1      0      3.578   13.997  20.095 
6288   2      0      3.585   13.009  20.243 
6289   1      0      25.946  11.95   38.409 
6290   1      0      25.013  13.29   38.388 
6291   2      0      25.006  12.291  38.37  
6292   1      0      10.15   23.711  11.731 
6293   1      0      9.789   22.764  13.011 
6294   2      0      10.429  23.443  12.653 
6295   1      0      13.727  20.581  18.09  
6296   1      0      13.067  21.676  17.075 
6297   2      0      13.669  20.88   17.138 
6298   1      0      30.473  8.02    13.64  
6299   1      0      30.367  6.482   14.178 
6300   2      0      30.413  7.06    13.364 
6301   1      0      7.913   1.426   47.003 
6302   1      0      8.838   2.761   47.176 
6303   2      0      8.047   2.264   47.532 
6304   1      0      2.655   -0.0    25.622 
6305   1      0      3.059   1.572   25.803 
6306   2      0      2.985   0.818   25.151 
6307   1      0      14.247  3.486   17.819 
6308   1      0      13.036  4.567   17.644 
6309   2      0      13.962  4.325   17.356 
6310   1      0      5.756   23.196  10.0   
6311   1      0      5.304   24.45   10.943 
6312   2      0      5.919   24.16   10.21  
6313   1      0      24.356  20.457  30.825 
6314   1      0      24.092  20.389  29.215 
6315   2      0      23.835  20.847  30.065 
6316   1      0      36.62   21.901  34.554 
6317   1      0      38.067  22.649  34.669 
6318   2      0      37.596  21.77   34.728 
6319   1      0      14.84   15.621  33.978 
6320   1      0      13.409  15.97   33.271 
6321   2      0      14.074  15.246  33.455 
6322   1      0      25.263  37.24   10.932 
6323   1      0      24.772  38.488  10.0   
6324   2      0      25.191  37.581  9.994  
6325   1      0      34.72   17.621  41.715 
6326   1      0      35.308  18.786  40.733 
6327   2      0      35.226  17.799  40.871 
6328   1      0      2.286   28.394  31.343 
6329   1      0      2.227   27.117  30.327 
6330   2      0      1.685   27.724  30.907 
6331   1      0      22.915  25.95   43.768 
6332   1      0      23.539  25.646  45.247 
6333   2      0      22.694  25.748  44.723 
6334   1      0      16.156  9.808   19.189 
6335   1      0      15.155  8.525   19.048 
6336   2      0      15.199  9.517   19.16  
6337   1      0      15.774  8.853   46.156 
6338   1      0      14.874  9.74    45.122 
6339   2      0      14.858  9.209   45.969 
6340   1      0      29.242  7.657   28.885 
6341   1      0      30.691  7.153   28.327 
6342   2      0      30.175  7.94    28.662 
6343   1      0      10.435  28.637  23.625 
6344   1      0      12.013  28.653  24.047 
6345   2      0      11.134  29.117  24.155 
6346   1      0      31.423  9.107   15.582 
6347   1      0      30.615  10.201  14.679 
6348   2      0      30.989  10.008  15.585 
6349   1      0      17.194  3.434   37.985 
6350   1      0      18.118  2.153   38.401 
6351   2      0      17.217  2.438   38.075 
6352   1      0      32.542  30.84   13.907 
6353   1      0      33.958  31.62   14.141 
6354   2      0      33.425  30.809  14.377 
6355   1      0      14.113  22.641  24.978 
6356   1      0      13.295  23.503  23.859 
6357   2      0      13.421  22.596  24.258 
6358   1      0      28.824  38.13   35.856 
6359   1      0      27.794  36.913  35.505 
6360   2      0      28.715  37.136  35.823 
6361   1      0      21.88   5.256   25.342 
6362   1      0      23.187  5.612   24.429 
6363   2      0      22.398  5.994   24.909 
6364   1      0      6.503   29.51   13.048 
6365   1      0      7.85    29.233  13.929 
6366   2      0      6.961   28.864  13.658 
6367   1      0      19.933  14.687  17.972 
6368   1      0      18.521  13.887  17.788 
6369   2      0      19.51   13.784  17.892 
6370   1      0      36.839  36.733  27.818 
6371   1      0      36.993  36.398  29.409 
6372   2      0      37.328  36.18   28.493 
6373   1      0      25.273  28.091  35.702 
6374   1      0      24.117  26.967  35.441 
6375   2      0      24.711  27.382  36.129 
6376   1      0      10.879  32.062  37.017 
6377   1      0      12.435  31.629  37.256 
6378   2      0      11.506  31.289  37.111 
6379   1      0      -0.003  24.946  22.658 
6380   1      0      -0.0    23.677  23.686 
6381   2      0      -0.456  24.087  22.896 
6382   1      0      29.96   38.019  31.026 
6383   1      0      31.27   37.043  31.054 
6384   2      0      30.31   37.114  30.783 
6385   1      0      4.416   11.47   13.125 
6386   1      0      3.954   12.815  12.322 
6387   2      0      4.616   12.067  12.348 
6388   1      0      6.54    9.501   31.194 
6389   1      0      5.711   9.21    32.571 
6390   2      0      5.964   9.909   31.903 
6391   1      0      19.966  28.906  31.441 
6392   1      0      19.183  29.385  30.09  
6393   2      0      19.46   29.655  31.012 
6394   1      0      9.239   20.336  44.01  
6395   1      0      8.377   19.028  43.548 
6396   2      0      8.325   19.997  43.787 
6397   1      0      37.618  29.645  15.545 
6398   1      0      36.188  30.431  15.614 
6399   2      0      37.156  30.474  15.861 
6400   1      0      7.154   36.888  14.952 
6401   1      0      8.725   36.451  15.037 
6402   2      0      7.784   36.115  15.027 
6403   1      0      1.116   17.511  32.069 
6404   1      0      2.588   18.162  31.792 
6405   2      0      2.096   17.32   32.01  
6406   1      0      24.747  0.025   20.001 
6407   1      0      23.283  0.591   20.451 
6408   2      0      23.774  0.053   19.768 
6409   1      0      6.381   21.942  19.821 
6410   1      0      4.88    21.547  20.326 
6411   2      0      5.659   21.252  19.774 
6412   1      0      11.952  32.359  23.31  
6413   1      0      11.863  33.284  21.967 
6414   2      0      11.493  32.479  22.429 
6415   1      0      32.08   41.86   15.748 
6416   1      0      33.609  41.433  15.368 
6417   2      0      32.997  42.203  15.543 
6418   1      0      30.691  11.639  12.734 
6419   1      0      30.563  13.265  12.8   
6420   2      0      31.144  12.503  12.517 
6421   1      0      18.368  11.695  36.601 
6422   1      0      19.86   11.474  35.974 
6423   2      0      18.884  11.306  35.837 
6424   1      0      20.893  31.151  47.791 
6425   1      0      21.617  32.588  48.068 
6426   2      0      21.746  31.667  47.703 
6427   1      0      1.516   31.284  36.353 
6428   1      0      0.09    30.802  36.986 
6429   2      0      0.706   31.578  36.861 
6430   1      0      15.45   11.358  46.91  
6431   1      0      17.008  11.765  47.185 
6432   2      0      16.403  11.122  46.716 
6433   1      0      -0.005  36.913  32.809 
6434   1      0      -0.001  38.475  33.284 
6435   2      0      -0.574  37.72   32.968 
6436   1      0      34.995  6.306   39.024 
6437   1      0      35.307  4.777   38.54  
6438   2      0      34.6    5.399   38.875 
6439   1      0      1.179   34.292  39.859 
6440   1      0      0.239   32.977  40.092 
6441   2      0      0.964   33.542  40.485 
6442   1      0      15.022  22.439  32.188 
6443   1      0      15.731  21.472  31.079 
6444   2      0      15.873  21.983  31.926 
6445   1      0      35.176  38.317  26.55  
6446   1      0      35.045  37.696  25.046 
6447   2      0      35.473  37.581  25.941 
6448   1      0      0.618   7.847   29.63  
6449   1      0      1.384   9.286   29.708 
6450   2      0      0.595   8.764   30.029 
6451   1      0      29.938  41.967  11.963 
6452   1      0      28.433  41.851  12.584 
6453   2      0      29.327  42.283  12.689 
6454   1      0      -0.006  30.821  31.036 
6455   1      0      1.616   30.715  31.2   
6456   2      0      0.875   31.034  30.611 
6457   1      0      39.33   23.47   16.096 
6458   1      0      39.328  22.512  14.774 
6459   2      0      39.272  23.456  15.097 
6460   1      0      7.203   28.214  23.801 
6461   1      0      8.385   27.615  22.847 
6462   2      0      7.396   27.674  22.982 
6463   1      0      22.346  31.67   32.319 
6464   1      0      21.284  32.122  33.475 
6465   2      0      21.745  31.344  33.05  
6466   1      0      37.527  0.0     17.575 
6467   1      0      37.431  1.199   18.68  
6468   2      0      37.359  0.212   18.538 
6469   1      0      27.994  6.638   22.136 
6470   1      0      27.004  6.523   23.43  
6471   2      0      27.736  6.072   22.92  
6472   1      0      39.328  26.522  19.637 
6473   1      0      38.103  27.354  18.949 
6474   2      0      39.059  27.398  19.237 
6475   1      0      32.236  19.3    26.466 
6476   1      0      30.82   18.498  26.608 
6477   2      0      31.807  18.397  26.49  
6478   1      0      5.601   26.767  21.637 
6479   1      0      6.485   27.81   20.744 
6480   2      0      5.631   27.292  20.786 
6481   1      0      6.294   19.402  44.961 
6482   1      0      5.44    18.167  45.602 
6483   2      0      6.201   18.797  45.752 
6484   1      0      33.774  36.998  14.381 
6485   1      0      33.681  38.628  14.387 
6486   2      0      33.378  37.792  14.844 
6487   1      0      18.087  34.238  42.337 
6488   1      0      17.56   34.511  40.816 
6489   2      0      18.034  34.912  41.599 
6490   1      0      3.36    20.424  10.107 
6491   1      0      2.179   21.546  9.996  
6492   2      0      2.414   20.641  10.348 
6493   1      0      3.67    4.676   22.974 
6494   1      0      5.183   5.29    23.001 
6495   2      0      4.644   4.45    22.948 
6496   1      0      26.579  26.269  29.709 
6497   1      0      26.187  24.862  28.979 
6498   2      0      26.785  25.292  29.655 
6499   1      0      15.829  17.656  29.803 
6500   1      0      17.28   16.922  29.95  
6501   2      0      16.817  17.802  29.851 
6502   1      0      6.171   34.942  25.761 
6503   1      0      5.014   33.813  25.53  
6504   2      0      5.879   34.177  25.187 
6505   1      0      6.47    15.489  39.246 
6506   1      0      7.831   16.375  39.414 
6507   2      0      7.006   16.052  39.876 
6508   1      0      2.144   13.324  22.162 
6509   1      0      1.696   14.858  21.828 
6510   2      0      2.401   14.287  22.246 
6511   1      0      24.494  10.514  12.793 
6512   1      0      25.83   10.435  11.857 
6513   2      0      25.086  11.025  12.17  
6514   1      0      8.614   30.185  24.0   
6515   1      0      9.839   31.127  24.528 
6516   2      0      8.858   30.949  24.599 
6517   1      0      8.111   39.186  41.675 
6518   1      0      7.618   37.64   41.491 
6519   2      0      7.317   38.592  41.543 
6520   1      0      14.61   5.917   24.349 
6521   1      0      16.0    5.217   24.845 
6522   2      0      15.399  5.372   24.062 
6523   1      0      31.743  15.337  16.276 
6524   1      0      32.4    15.637  14.812 
6525   2      0      32.6    15.417  15.766 
6526   1      0      35.034  19.0    32.102 
6527   1      0      35.386  20.428  31.391 
6528   2      0      35.734  19.706  31.987 
6529   1      0      26.093  22.707  41.327 
6530   1      0      27.725  22.744  41.369 
6531   2      0      26.923  22.151  41.301 
6532   1      0      31.002  25.014  12.337 
6533   1      0      32.222  24.482  11.392 
6534   2      0      31.834  25.281  11.851 
6535   1      0      12.033  15.917  13.071 
6536   1      0      10.581  15.203  13.287 
6537   2      0      11.551  15.042  13.106 
6538   1      0      4.247   12.643  35.561 
6539   1      0      4.152   14.239  35.896 
6540   2      0      4.775   13.48   35.707 
6541   1      0      9.623   32.995  47.455 
6542   1      0      8.291   33.634  46.759 
6543   2      0      8.635   32.894  47.335 
6544   1      0      11.988  34.271  32.401 
6545   1      0      10.696  33.273  32.42  
6546   2      0      11.694  33.315  32.401 
6547   1      0      32.946  29.864  28.561 
6548   1      0      34.105  29.251  27.587 
6549   2      0      33.31   29.028  28.15  
6550   1      0      6.754   18.154  13.108 
6551   1      0      6.185   16.662  13.451 
6552   2      0      5.939   17.625  13.344 
6553   1      0      24.975  38.633  16.354 
6554   1      0      26.029  39.14   17.493 
6555   2      0      25.116  38.767  17.335 
6556   1      0      7.722   32.918  44.519 
6557   1      0      8.967   32.504  43.547 
6558   2      0      8.615   33.202  44.169 
6559   1      0      24.681  0.091   47.494 
6560   1      0      26.087  0.869   47.207 
6561   2      0      25.667  -0.023  47.371 
6562   1      0      19.187  20.583  24.014 
6563   1      0      19.065  22.036  23.28  
6564   2      0      18.553  21.244  23.613 
6565   1      0      6.179   10.067  21.197 
6566   1      0      6.535   11.651  21.022 
6567   2      0      5.808   10.996  21.225 
6568   1      0      32.445  -0.0    14.096 
6569   1      0      33.172  1.222   13.293 
6570   2      0      32.465  0.991   13.96  
6571   1      0      24.153  30.307  12.875 
6572   1      0      25.293  29.342  12.215 
6573   2      0      24.324  29.42   12.445 
6574   1      0      27.761  36.567  43.892 
6575   1      0      26.98   36.995  45.261 
6576   2      0      27.129  36.257  44.603 
6577   1      0      38.023  25.869  38.021 
6578   1      0      37.7    24.489  38.832 
6579   2      0      38.318  25.272  38.767 
6580   1      0      17.266  17.354  37.98  
6581   1      0      18.88   17.11   38.033 
6582   2      0      18.161  17.76   37.791 
6583   1      0      37.171  27.925  38.973 
6584   1      0      35.833  27.325  39.692 
6585   2      0      36.487  28.081  39.686 
6586   1      0      3.292   32.235  34.921 
6587   1      0      4.825   31.684  35.026 
6588   2      0      4.254   32.502  34.979 
6589   1      0      17.686  3.282   11.578 
6590   1      0      18.764  2.218   10.967 
6591   2      0      18.631  3.16    11.273 
6592   1      0      28.583  12.021  46.247 
6593   1      0      28.318  13.284  45.246 
6594   2      0      28.739  12.999  46.107 
6595   1      0      0.749   30.715  18.02  
6596   1      0      2.325   30.288  18.037 
6597   2      0      1.689   31.059  18.03  
6598   1      0      22.065  21.328  32.014 
6599   1      0      22.426  22.904  32.241 
6600   2      0      22.759  22.034  31.879 
6601   1      0      25.366  18.553  23.238 
6602   1      0      25.633  17.452  22.062 
6603   2      0      25.332  17.581  23.006 
6604   1      0      12.85   7.792   41.602 
6605   1      0      12.704  8.832   42.853 
6606   2      0      12.219  8.175   42.277 
6607   1      0      4.29    1.726   22.57  
6608   1      0      2.732   2.114   22.274 
6609   2      0      3.505   2.257   22.89  
6610   1      0      19.705  6.115   47.813 
6611   1      0      20.859  7.265   47.912 
6612   2      0      19.875  7.096   47.903 
6613   1      0      15.62   27.891  40.489 
6614   1      0      16.898  26.973  40.051 
6615   2      0      16.566  27.909  40.163 
6616   1      0      30.349  1.547   28.402 
6617   1      0      30.765  -0.001  28.092 
6618   2      0      31.103  0.89    28.393 
6619   1      0      21.612  28.791  14.674 
6620   1      0      21.943  29.81   15.906 
6621   2      0      22.333  29.146  15.269 
6622   1      0      4.153   36.73   23.751 
6623   1      0      4.8     35.291  23.33  
6624   2      0      5.005   36.242  23.56  
6625   1      0      38.36   4.378   28.442 
6626   1      0      37.154  4.062   27.388 
6627   2      0      37.921  4.669   27.591 
6628   1      0      1.568   33.019  26.166 
6629   1      0      2.753   32.482  27.153 
6630   2      0      1.772   32.655  27.075 
6631   1      0      31.302  3.749   37.184 
6632   1      0      31.776  5.309   37.275 
6633   2      0      30.993  4.7     37.158 
6634   1      0      26.342  20.822  36.138 
6635   1      0      26.138  22.387  35.716 
6636   2      0      26.784  21.718  36.083 
6637   1      0      6.052   20.756  22.29  
6638   1      0      6.873   20.417  23.66  
6639   2      0      6.421   20.023  22.861 
6640   1      0      38.328  34.198  40.158 
6641   1      0      39.328  33.749  38.947 
6642   2      0      38.888  33.453  39.794 
6643   1      0      28.536  20.516  45.735 
6644   1      0      27.789  21.892  45.271 
6645   2      0      27.657  20.927  45.491 
6646   1      0      27.973  13.735  23.707 
6647   1      0      26.966  12.506  23.334 
6648   2      0      27.915  12.818  23.312 
6649   1      0      13.267  5.949   40.044 
6650   1      0      11.989  5.137   39.433 
6651   2      0      12.914  5.046   39.8   
6652   1      0      34.252  23.527  38.647 
6653   1      0      34.119  21.96   39.089 
6654   2      0      34.388  22.58   38.353 
6655   1      0      4.345   40.098  16.727 
6656   1      0      2.781   39.721  16.442 
6657   2      0      3.401   40.25   17.022 
6658   1      0      24.975  42.616  16.292 
6659   1      0      25.739  41.175  16.216 
6660   2      0      24.855  41.624  16.341 
6661   1      0      21.269  33.621  27.498 
